LAMSWEEP G=64K reps=8 fse=0 (PH) gran=1
file            cfg    ratio   enc-e2e   dec-e2e     enc-k     dec-k build u/w   adopted
samba.lits       L5   0.9365         9     28493      9276     30600    6829.5     33/37
sao.lits        off   0.9782      1895      7773      4028      8072      18.2         -
sao.lits       L0.1   0.9917       717     19061      7914     20172      82.9     60/60
sao.lits     L0.143   1.0021         8     73046     13487     73046    7894.0     60/60
sao.lits       L0.2   1.0021         8     72150     13471     81107    7958.6     60/60
sao.lits       L0.3   1.0021         8     73046     13612     82820    8128.8     60/60
sao.lits       L0.5   1.0021         8     72596     13441     84608    8084.7     60/60
sao.lits      L0.75   1.0021         8     70422     13379     81107    8205.0     60/60
sao.lits         L1   1.0021         8     73046     13580     85843    8289.1     60/60
sao.lits       L1.5   1.0021         8     72596     13951     85221    8215.3     60/60
sao.lits       L2.5   1.0021         8     72596     13410     83408    8472.1     60/60
sao.lits         L5   1.0021         8     73046     13675     83408    8421.7     60/60
webster.lits    off   0.6671      1586      8063      3578      8310      22.6         -
webster.lits   L0.1   0.6671      1209     11537      4858     12049      39.9     45/45
webster.lits L0.143   0.6675        21     11820      5127     12341    3087.4     45/45
webster.lits   L0.2   0.6685        21     12100      5339     12519    3074.5     45/45
webster.lits   L0.3   0.6724        21     13046      5791     13620    3023.8     45/45
webster.lits   L0.5   0.6866        22     15062      6592     15717    2924.7     45/45
webster.lits  L0.75   0.6886        22     14881      6513     15548    2913.3     45/45
webster.lits     L1   0.6887        22     16494      6518     17214    2917.6     45/45
webster.lits   L1.5   0.6952        23     15632      6699     16247    2829.8     45/45
webster.lits   L2.5   0.7583        23     15088      6084     15774    2778.2     45/45
webster.lits     L5   0.7579        23     14984      5950     15717    2753.2     45/45
x-ray.lits      off   0.8477      1160      7764      4029      8041      40.2         -
x-ray.lits     L0.1   0.8498       549      9012      4335      9369     104.3     72/74
x-ray.lits   L0.143   0.8504         8      8979      4360      9333    8673.2     73/74
x-ray.lits     L0.2   0.8511         8      9244      4458      9601    8659.2     74/74
x-ray.lits     L0.3   0.8551         8      9630      4611     10007    8675.9     74/74
x-ray.lits     L0.5   0.8631         8     10438      4932     10908    8558.0     74/74
x-ray.lits    L0.75   1.0021         8     70268     13581     72910    8506.5     74/74
x-ray.lits       L1   1.0021         8     71302     13468     74593    8470.3     74/74
x-ray.lits     L1.5   1.0021         8     70781     13581     75171    8482.9     74/74
x-ray.lits     L2.5   1.0021         8     71302     13639     74023    8523.9     74/74
x-ray.lits       L5   1.0021         8     71302     13600     74023    8411.1     74/74
xml.lits        off   0.7148      1663      9319      4088      8881      22.0         -
xml.lits       L0.1   0.7158       915     12120      5416     12699      56.0       3/3
xml.lits     L0.143   0.7162        20     12051      5281     12642    3054.0       3/3
xml.lits       L0.2   0.7175        20     12403      5392     12950    3018.7       3/3
xml.lits       L0.3   0.7192        21     12911      5561     13336    2980.7       3/3
xml.lits       L0.5   0.7241        21     13548      5605     14063    2893.0       3/3
xml.lits      L0.75   0.7324        22     13548      5528     14133    2856.0       3/3
xml.lits         L1   0.7400        21     14133      5631     14695    2881.0       3/3
xml.lits       L1.5   0.7544        22     14299      5623     14848    2825.7       3/3
xml.lits       L2.5   0.7620        22     13723      5493     14180    2849.7       3/3
xml.lits         L5   0.7614        22     12103      5486     12439    2819.0       3/3
== geomean over 12 files (G=64K)
   off: enc-e2e   1420 ( +0.0%)  dec-e2e   8325 ( +0.0%)  enc-k   3898  dec-k   8510  ratio +0.000pp
  L0.1: enc-e2e    796 (-43.9%)  dec-e2e  12456 (+49.6%)  enc-k   5493  dec-k  13008  ratio +0.234pp
L0.143: enc-e2e     12 (-99.1%)  dec-e2e  14199 (+70.6%)  enc-k   5874  dec-k  14688  ratio +0.375pp
  L0.2: enc-e2e     12 (-99.1%)  dec-e2e  14272 (+71.4%)  enc-k   5967  dec-k  15004  ratio +0.455pp
  L0.3: enc-e2e     12 (-99.1%)  dec-e2e  15766 (+89.4%)  enc-k   6430  dec-k  16664  ratio +1.029pp
  L0.5: enc-e2e     13 (-99.1%)  dec-e2e  20889 (+150.9%)  enc-k   7434  dec-k  22256  ratio +2.436pp
 L0.75: enc-e2e     13 (-99.1%)  dec-e2e  30539 (+266.8%)  enc-k   9114  dec-k  32980  ratio +5.390pp
    L1: enc-e2e     13 (-99.1%)  dec-e2e  34519 (+314.7%)  enc-k   9532  dec-k  38128  ratio +6.152pp
  L1.5: enc-e2e     13 (-99.1%)  dec-e2e  34270 (+311.7%)  enc-k   9534  dec-k  37819  ratio +6.667pp
  L2.5: enc-e2e     13 (-99.1%)  dec-e2e  34636 (+316.1%)  enc-k   9558  dec-k  38074  ratio +8.552pp
    L5: enc-e2e     13 (-99.1%)  dec-e2e  34181 (+310.6%)  enc-k   9509  dec-k  37408  ratio +8.626pp
